time [ms],led_0,led_1,led_2,led_3
57190,7,8,3,9
57237,7,7,3,9
57283,7,6,3,9
57330,7,8,2,9
57376,7,9,3,9
57422,7,9,3,9
57469,7,9,3,9
57515,7,9,3,9
57562,7,10,3,9
57608,7,9,3,9
57655,7,10,3,9
57701,6,10,2,9
57748,6,10,3,9
57794,6,9,2,9
57840,6,10,3,9
57887,6,10,3,9
57933,6,10,2,9
57980,7,10,2,9
58026,7,10,3,9
58073,7,9,2,9
58119,7,10,3,9
58165,7,10,2,9
58212,7,10,2,9
58258,7,10,3,9
58305,7,10,1,9
58351,7,10,2,9
58398,8,10,2,9
58444,8,11,2,9
58491,8,10,3,9
58537,8,10,4,9
58583,8,10,2,9
58630,8,9,3,9
58676,8,9,2,9
58723,8,10,3,9
