time [ms],led_0,led_1,led_2,led_3
27144,8,3,0,0
27190,4,1,0,0
27236,9,3,0,0
27283,9,2,0,0
27329,9,2,0,0
27376,8,1,0,0
27422,8,2,0,0
27469,7,0,0,0
27515,8,3,0,0
27562,3,0,0,0
27608,3,0,0,0
27654,7,2,0,0
27701,7,3,0,0
27747,5,0,0,0
27794,1,0,0,0
27840,7,1,0,0
27887,8,2,0,0
27933,8,1,0,0
27980,5,0,0,0
28026,8,3,0,0
28072,8,3,0,0
28119,6,0,0,0
28165,8,2,0,0
28212,8,4,0,0
28258,1,0,0,0
28305,3,0,0,0
28351,5,0,0,0
28397,4,0,0,0
28444,7,0,0,0
28490,7,0,0,0
28537,6,1,0,0
28583,4,13,7,0
28630,7,14,13,6
28676,7,14,14,9
28723,4,14,10,8
28769,5,14,7,3
28815,8,11,6,4
28862,4,6,4,8
28908,6,5,3,12
28955,6,4,1,10
29001,0,3,2,7
29048,4,12,3,3
29094,9,14,3,0
29141,10,8,1,6
29187,5,15,14,12
29233,4,13,15,11
29280,4,13,13,10
29326,6,12,8,6
29373,7,4,7,3
29419,8,8,11,5
29466,8,12,7,2
29512,8,14,9,8
29558,7,14,5,6
29605,3,5,3,5
29651,0,5,3,6
29698,8,6,5,6
29744,10,14,14,6
29791,8,14,13,4
29837,7,13,12,4
29884,9,13,12,3
29930,8,13,9,1
29976,6,10,6,0
30023,5,12,10,6
30069,4,7,2,1
30116,6,10,11,10
30162,6,7,8,7
30209,2,12,15,12
30255,4,12,14,9
30302,7,12,13,7
30348,9,13,10,5
30394,6,11,7,2
30441,3,4,5,11
30487,5,4,3,11
30534,6,13,5,5
30580,3,12,4,6
30627,6,10,2,5
30673,5,9,1,5
30719,8,8,0,1
30766,4,1,0,0
30812,4,2,0,0
30859,8,5,0,0
30905,10,6,0,0
30952,9,3,0,0
30998,11,3,0,0
31045,11,5,0,0
31091,10,3,0,0
31137,6,1,0,0
31184,6,2,0,0
31230,7,3,0,0
31277,8,4,0,0
31323,5,1,0,0
31370,9,2,0,0
31416,9,2,0,0
31463,8,14,13,4
31509,7,14,13,4
31555,9,14,11,3
31602,8,13,8,0
31648,3,4,5,4
31695,5,6,6,10
31741,5,4,5,7
31788,6,13,12,8
31834,4,12,10,3
31880,1,12,7,0
31927,2,3,5,1
31973,0,4,6,5
32020,0,1,4,0
32066,1,1,10,6
32113,2,2,9,5
32159,6,14,13,7
32206,8,13,13,8
32252,8,13,8,5
32298,7,14,8,3
32345,8,12,9,2
32391,9,13,10,3
32438,9,13,9,2
32484,9,12,8,0
32531,8,12,8,1
32577,9,13,7,6
32624,9,13,4,0
32670,7,12,4,8
32716,7,5,5,4
32763,7,10,7,2
32809,7,12,10,11
32856,5,12,8,8
32902,8,7,2,1
32949,10,7,2,3
32995,8,5,1,10
33041,8,4,3,11
33088,10,7,0,2
